epoch,val_acc
276,0.6998936735778841
277,0.6985645933014354
278,0.7078681552365763
279,0.7052099946836788
280,0.6863370547581074
281,0.7052099946836788
282,0.6993620414673046
283,0.7012227538543327
284,0.7036150983519405
285,0.7036150983519405
286,0.7057416267942583
287,0.6929824561403509
288,0.6980329611908559
289,0.703083466241361
290,0.7049441786283892
291,0.7134502923976608
292,0.7083997873471558
293,0.7036150983519405
294,0.7001594896331739
295,0.7009569377990431
296,0.7052099946836788
297,0.7097288676236044
298,0.6980329611908559
299,0.7036150983519405
300,0.7161084529505582
301,0.7049441786283892
302,0.7099946836788942
303,0.7057416267942583
304,0.7065390749601276
305,0.7065390749601276
306,0.7097288676236044
307,0.6988304093567251
308,0.7022860180754917
309,0.6972355130249868
310,0.7033492822966507
311,0.7038809144072302
312,0.7044125465178097
313,0.7137161084529505
314,0.7121212121212122
315,0.7046783625730995
316,0.7118553960659224
317,0.7097288676236044
318,0.7046783625730995
319,0.7211589580010632
320,0.7089314194577353
321,0.696969696969697
322,0.702020202020202
323,0.6975013290802764
324,0.7054758107389686
325,0.7049441786283892
326,0.7060074428495481
327,0.7076023391812866
328,0.7068048910154173
329,0.7155768208399788
330,0.7158426368952685
331,0.716374269005848
332,0.7001594896331739
333,0.7182349813928761
334,0.7068048910154173
335,0.7107921318447634
336,0.6985645933014354
337,0.7081339712918661
338,0.7057416267942583
339,0.703083466241361
340,0.7230196703880915
341,0.7126528442317916
342,0.6985645933014354
343,0.7052099946836788
344,0.7068048910154173
345,0.7158426368952685
346,0.7014885699096225
347,0.7161084529505582
348,0.7174375332270069
349,0.7129186602870813
350,0.690855927698033
351,0.7068048910154173
352,0.7203615098351941
353,0.7227538543328017
354,0.7155768208399788
355,0.7070707070707071
356,0.7006911217437534
357,0.7208931419457735
358,0.715311004784689
359,0.7123870281765019
360,0.7155768208399788
361,0.7208931419457735
362,0.71424774056353
363,0.7065390749601276
364,0.7137161084529505
365,0.7038809144072302
366,0.7123870281765019
367,0.702020202020202
368,0.7062732589048378
369,0.70414673046252
370,0.7206273258904838
371,0.7166400850611377
372,0.7145135566188198
373,0.7036150983519405
374,0.7062732589048378
375,0.7177033492822966
376,0.7169059011164274
377,0.7115895800106327
378,0.7283359914938863
379,0.7094630515683147
380,0.7113237639553429
381,0.7081339712918661
382,0.7121212121212122
383,0.694843168527379
384,0.7195640616693249
385,0.7145135566188198
386,0.7036150983519405
387,0.7145135566188198
388,0.715311004784689
389,0.7086656034024456
390,0.7094630515683147
391,0.7105263157894737
392,0.7187666135034556
393,0.7232854864433812
394,0.7187666135034556
395,0.7166400850611377
396,0.7073365231259968
397,0.7182349813928761
398,0.7216905901116427
399,0.7155768208399788
400,0.7052099946836788
