epoch,val_acc,val_f1,val_recall
1,0.19457735247208932,0.1404971156809657,0.19564416220839662
2,0.22461456671982988,0.19962473574415862,0.22761092650416836
3,0.2474747474747475,0.24155547636591598,0.24970372936754712
4,0.26209463051568316,0.25366155775749283,0.2637474026018025
5,0.2682083997873472,0.24558245423621325,0.27144623269364937
6,0.278575225943647,0.2669552241054756,0.28004629338577786
7,0.28096757044125464,0.26279513617980693,0.28407149168788487
8,0.2993088782562467,0.29380989454814027,0.3008597318435884
9,0.3003721424774056,0.29215735414581406,0.30321551452456297
10,0.30170122275385436,0.29041718390246535,0.30338134154766566
11,0.3001063264221159,0.2867318910667804,0.3027468840191016
12,0.3136629452418926,0.30829125157396386,0.3146366032813291
13,0.3048910154173312,0.2914511655238295,0.3078394867730021
14,0.3176501860712387,0.3152281368162399,0.31962783617341534
15,0.3203083466241361,0.3160712805238752,0.32354625201213627
16,0.3242955874534822,0.3203621485216212,0.32622031265180124
17,0.32801701222753854,0.3207903342040784,0.3288915218380493
18,0.3309409888357257,0.3278358224910244,0.3317091457005522
19,0.32402977139819245,0.32101785208508415,0.32612897152231146
20,0.33253588516746413,0.3274877580470276,0.3341274009305993
21,0.3322700691121744,0.3265310311062844,0.3339511418055056
22,0.33306751727804357,0.32725791571016893,0.3329829949085374
23,0.33147262094630514,0.32566110922686425,0.3344923902157216
24,0.33359914938862306,0.3260441363773874,0.3353782192081009
25,0.33758639021796916,0.3347093149294935,0.33937223239357683
26,0.3365231259968102,0.33329654114815893,0.3389721782709269
27,0.34077618288144607,0.33639228220091133,0.3430831721496661
28,0.34210526315789475,0.3356309042329781,0.34433337897222954
29,0.3444976076555024,0.3446909493251362,0.34583524142988226
30,0.34104199893673576,0.33719198676030526,0.34330105390977234
31,0.3498139287612972,0.3469597984489475,0.3514893518608078
32,0.3527379053694843,0.3494782634622993,0.3553129010206711
33,0.3527379053694843,0.35044635837584387,0.35364370038570075
34,0.3572567783094099,0.354966968852926,0.3595077818657613
35,0.35167464114832536,0.34744400011906523,0.3549206051655119
36,0.3503455608718767,0.34483674463493186,0.35448121360096696
37,0.35619351408825095,0.3538710997105099,0.358237359435569
38,0.3639021796916534,0.3631357963989746,0.36470443154285825
39,0.3686868686868687,0.3657327126040488,0.36991913012989014
40,0.36416799574694314,0.3621721132690034,0.3660632556527328
41,0.36416799574694314,0.3634449059844472,0.36568135874381785
42,0.36416799574694314,0.3602886428770602,0.3661043837084334
43,0.37373737373737376,0.3719436785649179,0.3752950935453114
44,0.37107921318447634,0.366283756910387,0.37449995985459944
45,0.37107921318447634,0.3677810431324902,0.3728626023618408
46,0.37506645401382244,0.3744041998173458,0.37602454633599036
47,0.3660287081339713,0.36234375074508435,0.3700014216826473
48,0.3729399255715045,0.3684089929093848,0.3762078765453823
49,0.3787878787878788,0.3759941074966455,0.3806249297044461
50,0.37719298245614036,0.37522828966948346,0.3792747711789455
51,0.3803827751196172,0.37580991738542485,0.3826172033656228
52,0.379585326953748,0.3743559911202989,0.3825096094935619
53,0.3809144072301967,0.3798365038337938,0.3827806883908185
54,0.38516746411483255,0.3838570850224357,0.38736337726126985
55,0.38596491228070173,0.383782850714222,0.38785314163416823
56,0.38463583200425305,0.38103763538927043,0.38793442915462745
57,0.3809144072301967,0.3796857230170126,0.3831829653930976
58,0.3864965443912812,0.38562813608540275,0.3883627272499364
59,0.38862307283359915,0.38605396482685767,0.3918195431204574
60,0.3939393939393939,0.3903158657457048,0.39638899859864046
61,0.3934077618288145,0.3896567635541404,0.39760877423076124
62,0.3904837852206273,0.38770315767961727,0.3935076801299527
63,0.3910154173312068,0.3880819164421976,0.3933525820098757
64,0.3939393939393939,0.39124714721214326,0.397041573824827
65,0.39473684210526316,0.3912921718184789,0.39817262881574345
66,0.39792663476874,0.39505258636885004,0.4013575773460112
67,0.39207868155236575,0.3897830655069445,0.39506101357236684
68,0.3963317384370016,0.395951381615445,0.3983325800412281
69,0.3939393939393939,0.3909152267078851,0.39710712312114627
70,0.40058479532163743,0.39789938440612765,0.403984033099573
71,0.405103668261563,0.40308427693203924,0.4074653100370323
72,0.3968633705475811,0.3946601415122076,0.3997604106767896
73,0.39606592238171184,0.3946969013044077,0.3993485415306212
74,0.4037745879851143,0.4029915322445907,0.4057656620483425
75,0.39659755449229134,0.39306639490944284,0.39899682144361437
76,0.40005316321105794,0.39786491420417214,0.40310530533885786
77,0.39766081871345027,0.39670939705187697,0.4001801906593154
78,0.4019138755980861,0.40033461520088703,0.4047449148298378
79,0.4008506113769272,0.39943266835386915,0.4034480374592571
80,0.4029771398192451,0.4026822858743991,0.4050945039816641
81,0.405103668261563,0.4025319946554771,0.40795733567301506
82,0.40005316321105794,0.3976396102233006,0.4032680558175794
83,0.4043062200956938,0.40101547179186686,0.4072440808601985
84,0.4085592769803296,0.405658564112877,0.41142627588789105
85,0.4045720361509835,0.4028413502646255,0.40758345060558976
86,0.40563530037214246,0.4037831529607147,0.4080786532570159
87,0.40324295587453485,0.40095463726971253,0.4058916470307465
88,0.4090909090909091,0.4077708299522722,0.41145460009178025
89,0.40882509303561937,0.40706112356785246,0.41150675216059107
90,0.4085592769803296,0.4064225404738763,0.41147600108875054
91,0.4072301967038809,0.405047412520758,0.4108840368249833
92,0.4104199893673578,0.4095667188543403,0.41242609927789714
93,0.41015417331206805,0.40608787039048294,0.4138250480937366
94,0.41706539074960125,0.4157441802276574,0.4194803261563967
95,0.4093567251461988,0.4060781238598659,0.41255468461182376
96,0.4154704944178628,0.41516062904834056,0.4179226516323058
97,0.4130781499202552,0.4125655103444257,0.4153412192942574
98,0.4160021265284423,0.4137142187600547,0.41877575174890813
99,0.41148325358851673,0.41018462104756326,0.41349458967791275
100,0.4152046783625731,0.4135340716389407,0.41838719934091717
101,0.41467304625199364,0.4116079735696354,0.41794678314272304
102,0.417331206804891,0.416875801403743,0.41947599394128066
103,0.41866028708133973,0.41579157844819886,0.42231188722985613
104,0.41679957469431156,0.4161701660396861,0.41828668813872505
105,0.41281233386496546,0.41051356152493557,0.4151363149847793
106,0.4165337586390218,0.41450196543455914,0.4195852627196414
107,0.41679957469431156,0.41489901499768944,0.4201135588103251
108,0.4144072301967039,0.41255879290860004,0.4172921106935748
109,0.41706539074960125,0.4143742347516523,0.4201273713829418
110,0.42317916002126527,0.42178504382615173,0.42611709579631823
111,0.42158426368952684,0.42093173444601706,0.4235734178117025
112,0.4229133439659755,0.4215156071276809,0.4255567248322096
113,0.4223817118553961,0.42017277007297477,0.42552832184177874
114,0.42716640085061136,0.42678693163817155,0.4293505179665087
115,0.4165337586390218,0.4136116998436005,0.42029781719208187
116,0.42716640085061136,0.4269750927129894,0.4290523208833703
117,0.4274322169059011,0.4269733238044033,0.42915966407785994
118,0.4253056884635832,0.424408422758415,0.4274154473128217
119,0.43514088250930355,0.4350235108725345,0.4366815097174723
120,0.4327485380116959,0.4326220196925452,0.43424062815246806
121,0.4253056884635832,0.4248400683525739,0.4271843773977854
122,0.4274322169059011,0.42644901037210353,0.4296582531446595
123,0.42822966507177035,0.425637949035188,0.43121826345747677
124,0.4287612971823498,0.42734257251709357,0.4314407530257535
125,0.4348750664540138,0.43397673674343434,0.4372810882361873
126,0.4314194577352472,0.42986869666020217,0.43445578110731803
127,0.4308878256246677,0.4301690049598092,0.4329885716029085
128,0.4327485380116959,0.43177372374702966,0.4351506667609731
129,0.4266347687400319,0.42447956839275697,0.43051772855118214
130,0.43115364167995746,0.4316830416027037,0.4321097287710582
131,0.43035619351408827,0.4288520832895875,0.43287810763631646
132,0.4279638490164806,0.4261056348605438,0.43085686404451556
133,0.4284954811270601,0.4273057239271692,0.4309916880618803
134,0.42211589580010633,0.4210080898749116,0.4243323627115558
135,0.4314194577352472,0.4286103689057466,0.43484904201336466
136,0.42902711323763953,0.42774990172337635,0.43178821323389255
137,0.4298245614035088,0.426609138453927,0.433375794672046
138,0.43168527379053695,0.4300372216230577,0.43507198104348604
139,0.4300903774587985,0.4282083340683777,0.4331632525737281
140,0.4388623072833599,0.438152651616838,0.44091833768101035
141,0.4314194577352472,0.43112220629705994,0.43350220682514967
142,0.43381180223285487,0.43183270637835763,0.4359902545342658
143,0.4327485380116959,0.4317650510812879,0.43548079119769173
144,0.436735778841042,0.43540399413088493,0.4397336410673656
145,0.4415204678362573,0.44016259408920666,0.44439205737999
146,0.4420520999468368,0.4411763578775932,0.4435141621507593
147,0.44125465178096757,0.4409971955364173,0.44265482510087145
148,0.44019138755980863,0.4401448118147217,0.44166193071577103
149,0.443912812333865,0.44383388862372763,0.44597213878818215
150,0.4370015948963317,0.43467681008791015,0.44041237827923446
151,0.43833067517278046,0.4368582599388003,0.4411640857966974
152,0.43434343434343436,0.4335821833055622,0.43623807890681005
153,0.44258373205741625,0.44113735483299915,0.4450900056489065
154,0.44231791600212655,0.4412920729469835,0.44454619191171546
155,0.4399255715045189,0.43909795173340466,0.4426099917913567
156,0.43965975544922914,0.4384837081285917,0.4424551591538232
157,0.4420520999468368,0.44103836606673524,0.44426157062942967
158,0.44231791600212655,0.441878977401871,0.44464284453279945
159,0.4375332270069112,0.4357685770819048,0.44013594365543335
160,0.43434343434343436,0.43315534690805596,0.43716158665824495
161,0.4359383306751728,0.4339163286844419,0.43918422492983406
162,0.44311536416799574,0.44142291573157033,0.4461754808206831
163,0.4502923976608187,0.45048420879923623,0.4518482467696843
164,0.44471026049973417,0.44271668772478967,0.4478967972902293
165,0.44072301967038807,0.44029768900414384,0.4418760593481214
166,0.44869750132908026,0.448864294325885,0.4498383074373913
167,0.44178628389154706,0.4411690970204132,0.4438172146812194
168,0.44710260499734183,0.44661923390830555,0.44943764299946887
169,0.443912812333865,0.44366530481451183,0.446099385659549
170,0.44577352472089316,0.4442258433364475,0.44900527992613853
171,0.4479000531632111,0.44794216426985517,0.4494893996776741
172,0.44417862838915473,0.4420346127976423,0.4475749377678652
173,0.4508240297713982,0.45069397263039623,0.45262473593242053
174,0.44657097288676234,0.4461057826853465,0.4488012921611772
175,0.44922913343965976,0.44813625405976093,0.451287666847998
176,0.4460393407761829,0.4453313707585165,0.44874740051462797
177,0.4529505582137161,0.45318555727940496,0.45431800843548303
178,0.45268474215842636,0.4505584268353171,0.4556161616252781
179,0.4540138224348751,0.4537388717290464,0.4560379129339858
180,0.45108984582668793,0.4493965283074763,0.45304233891254464
181,0.4513556618819777,0.4516110700613565,0.4529245437561724
182,0.4534821903242956,0.4530711526968938,0.45561413194745315
183,0.4524189261031366,0.4500609722912959,0.45543857159840234
184,0.4508240297713982,0.44945709075004053,0.4537160455769482
185,0.450026581605529,0.45033851789903273,0.45118739350297293
186,0.45374800637958534,0.45359953960428506,0.4555265696712237
187,0.45188729399255717,0.4520463902031431,0.453118314852571
188,0.4548112706007443,0.45458887087801997,0.4567108400328464
189,0.4524189261031366,0.45221132511913437,0.45398418152586545
190,0.4580010632642212,0.45765081777569705,0.4597992514953766
191,0.4564061669324827,0.45669894304924824,0.4569356155380003
192,0.4516214779372674,0.45079362212523444,0.4540676639258447
193,0.4540138224348751,0.45250270580183843,0.45647079460043755
194,0.45614035087719296,0.45558217141469814,0.458461146855204
195,0.4529505582137161,0.4526559497469216,0.45423813409019687
196,0.4460393407761829,0.4451814704175925,0.44859826748267734
197,0.4540138224348751,0.4530351974213165,0.4567467758213121
198,0.4534821903242956,0.45293879001653076,0.4558990266542426
199,0.44869750132908026,0.4490061508960894,0.44972267167089836
200,0.4513556618819777,0.4490933107180927,0.4546226421134956
201,0.4582668793195109,0.457888249041198,0.46040452346222205
202,0.4595959595959596,0.4586574605606708,0.46193235896873697
203,0.45614035087719296,0.454680170423669,0.45919597893239433
204,0.45879851143009037,0.458001277625902,0.46126580781310506
205,0.45773524720893144,0.45725370746881094,0.4594439405105801
206,0.45720361509835195,0.45551491385818044,0.45939101246408587
207,0.45614035087719296,0.4561992019749856,0.4576183739264558
208,0.4564061669324827,0.4547845139176787,0.45893161024578305
209,0.45614035087719296,0.4553388905224012,0.4583428169449384
210,0.4614566719829878,0.4609901632235783,0.46338597137788123
211,0.4635832004253057,0.4629764365251819,0.46556210675519205
212,0.45667198298777245,0.455961901629125,0.45885655133836006
213,0.46331738437001596,0.46235810458213694,0.4659334033096367
214,0.4635832004253057,0.46375982388627324,0.4649175159593564
215,0.46119085592769804,0.46014106588995013,0.46339015597659144
216,0.45986177565124936,0.4589612078168248,0.4625421233599256
217,0.4654439128123339,0.4645309447353602,0.4676720167227555
218,0.46624136097820307,0.4660162296863386,0.4680375342812071
219,0.4675704412546518,0.4669278153668121,0.46983794226406067
220,0.4665071770334928,0.46583839288654477,0.46863548428504775
221,0.46464646464646464,0.4647289239346993,0.46602582611270477
222,0.4569377990430622,0.45489335677239434,0.45990776846726295
223,0.46172248803827753,0.4606008377833423,0.4642340683711384
224,0.4643806485911749,0.46370837375149,0.46691367902115305
225,0.46331738437001596,0.46292494041925963,0.4655440270606405
226,0.455077086656034,0.4539893226707565,0.4577869940577823
227,0.4619883040935672,0.46140820837832175,0.4634702388532068
228,0.46810207336523124,0.4679477746902301,0.4697368567931855
229,0.46570972886762363,0.46580761855513636,0.46724430257631716
230,0.4670388091440723,0.46638805270640676,0.46925935676452735
231,0.47341839447102607,0.4736319418159003,0.47430293837406934
232,0.4696969696969697,0.469489118892588,0.4712060344428446
233,0.4659755449229133,0.465843514290005,0.46786370806994393
234,0.4675704412546518,0.46708354815318814,0.4692985164405244
235,0.46916533758639023,0.4689588702720277,0.4709995559598262
236,0.4678362573099415,0.46733813275166186,0.4689657743185152
237,0.4659755449229133,0.4643545247378575,0.4690851463111166
238,0.474481658692185,0.4739463721314771,0.47650261916285835
239,0.47076023391812866,0.47053616461341496,0.4727948791333974
240,0.47368421052631576,0.4729418957962445,0.47610805396318945
241,0.4718234981392876,0.47110090644104924,0.4740173380135639
242,0.4731525784157363,0.47239514813314215,0.4750792936859098
243,0.47421584263689526,0.4737019231157724,0.47647563680748345
244,0.46730462519936206,0.4660645240465362,0.4693027253318614
245,0.4739500265816055,0.4734674987555451,0.47612319399372455
246,0.4771398192450824,0.4766854911155831,0.47934946023972863
247,0.47767145135566186,0.47722728183802543,0.47974363398329695
248,0.47767145135566186,0.4771767509930862,0.47995562792854746
249,0.47926634768740034,0.47901646818930965,0.48086003518948245
250,0.4710260499734184,0.4707946971865991,0.4730555858276642
251,0.4710260499734184,0.47081515183841743,0.47237069566209583
252,0.4718234981392876,0.4716111109213211,0.47379206117620765
253,0.4723551302498671,0.4720266085711773,0.47407831846261966
254,0.4779372674109516,0.4779136688583236,0.4795690566326049
255,0.4699627857522594,0.46958205344207665,0.4722324586925148
256,0.47607655502392343,0.4761203582644926,0.4771538532262869
257,0.4758107389686337,0.47572035581750827,0.4775546343135552
258,0.4784688995215311,0.47806219537854505,0.4799373276767242
259,0.46943115364168,0.4683974135204645,0.47153778396041424
260,0.47474747474747475,0.47341996754715,0.4774696899124084
261,0.4723551302498671,0.4720436152387353,0.47438099378150733
262,0.4723551302498671,0.4719291290432502,0.4740741852420312
263,0.4750132908027645,0.4743967508571882,0.4771373117186384
264,0.475544922913344,0.4755954324455927,0.4767126476174677
265,0.47368421052631576,0.47309275248174726,0.47599976103211344
266,0.4739500265816055,0.4730035875464574,0.47665499993469296
267,0.4768740031897927,0.47661446286034387,0.4784745076039875
268,0.47262094630515683,0.47164259387021296,0.4755251010341213
269,0.47474747474747475,0.47426926238699024,0.47659042411631797
270,0.47607655502392343,0.4759399508234095,0.4780021108625733
271,0.474481658692185,0.4734291033897447,0.4772589271455406
272,0.474481658692185,0.4740148152561144,0.4762606182137916
273,0.47873471557682085,0.47859589774720024,0.4805245762497035
274,0.4771398192450824,0.47671079251535864,0.4791109536972014
275,0.47607655502392343,0.4761616311298278,0.47760042902858596
276,0.47474747474747475,0.4741468140162337,0.47677236016813795
277,0.474481658692185,0.4744765642922923,0.47572897763890526
278,0.480595427963849,0.48000453754086325,0.4823375816999205
279,0.4750132908027645,0.47502565730695473,0.4762208807605715
280,0.4819245082402977,0.48212540355907607,0.48325129237717573
281,0.47873471557682085,0.47883255452338264,0.4801241165496048
282,0.4699627857522594,0.46957822746080474,0.4721749653701915
283,0.47820308346624135,0.4776226428435015,0.48059224340389184
284,0.47953216374269003,0.4792582477669243,0.4814963396285965
285,0.47607655502392343,0.47538359318737095,0.4786303885335889
286,0.4797979797979798,0.4798182085749674,0.48145844631005713
287,0.475544922913344,0.4749240014536804,0.47721665399231455
288,0.48139287612971826,0.4811184763357062,0.4832122693970325
289,0.4803296119085593,0.4800322452985107,0.4821787345691102
290,0.47873471557682085,0.4774422364617435,0.48133541480495384
291,0.48325358851674644,0.4828178403399508,0.4853963534801637
292,0.4797979797979798,0.47988155297562723,0.48127414117030476
293,0.47873471557682085,0.47821062815996235,0.48058505279801783
294,0.4766081871345029,0.4761297787952851,0.47881335330980596
295,0.48165869218500795,0.4800923167004148,0.4844774629359742
296,0.47740563530037217,0.4770900998936063,0.4788175776456452
297,0.48086124401913877,0.47993875944903763,0.48321154537441546
298,0.4803296119085593,0.4800766625821001,0.48183513777965187
299,0.4819245082402977,0.48121712210419143,0.48387834174530564
300,0.4829877724614567,0.4828424632596507,0.48459773126734945
301,0.4763423710792132,0.4752053402923173,0.47894245907074323
302,0.4845826687931951,0.4847607601211548,0.486076130808782
303,0.4869750132908028,0.4873746741234606,0.4876265122557896
304,0.47474747474747475,0.47285390016841283,0.4772941797925669
305,0.48165869218500795,0.48144420384218484,0.4835452513148217
306,0.48139287612971826,0.4813791226088238,0.4828531367880567
307,0.48325358851674644,0.48343997167218083,0.4845893195425874
308,0.49069643806485913,0.48997592558908826,0.49330470572605734
309,0.48564593301435405,0.4854293496223616,0.4873278417735689
310,0.4851143009037746,0.48560117962233823,0.48624670115551355
311,0.4875066454013822,0.4870739021185246,0.4897490800740532
312,0.48086124401913877,0.4806561866907468,0.4827461925029975
313,0.4880382775119617,0.4879892911820929,0.48964854517862094
314,0.4851143009037746,0.4848688867884858,0.4871594088572892
315,0.48139287612971826,0.48040308641595936,0.4835497856107036
316,0.49229133439659756,0.49256977906795846,0.4933149559408328
317,0.47820308346624135,0.47765364098764795,0.47998607966257856
318,0.48431685273790537,0.48483214115195133,0.48528307521527436
319,0.4829877724614567,0.482237687965561,0.485686352624587
320,0.4853801169590643,0.4841962668613709,0.48826115550834537
321,0.4819245082402977,0.4813477087302623,0.48421711342933443
322,0.48777246145667197,0.48756405788628104,0.4897967357746474
323,0.4851143009037746,0.4852430880829779,0.48593159031764904
324,0.4920255183413078,0.49187528993414315,0.4938498150956003
325,0.4893673577884104,0.488599401941626,0.4918045813798306
326,0.48484848484848486,0.48514038950774824,0.4855791686991992
327,0.47953216374269003,0.47894211353157834,0.48137475033247257
328,0.48564593301435405,0.48570213530671263,0.48681869202716976
329,0.4885699096225412,0.48793376696654933,0.49096527447264204
330,0.4859117490696438,0.4860640143714769,0.48710815985326067
331,0.48617756512493354,0.4866392507025538,0.4871678246106166
332,0.4893673577884104,0.4884856342890255,0.4916118094111554
333,0.4880382775119617,0.4880297377163169,0.489130224164565
334,0.4933545986177565,0.4925410566547513,0.4959480319896117
335,0.4891015417331207,0.48875817336163757,0.4907566618090537
336,0.4875066454013822,0.48702154299048356,0.48990056039584634
337,0.48883572567783096,0.4881578679362013,0.4913398709832871
338,0.4933545986177565,0.4932211379670092,0.49547587470681725
339,0.4944178628389155,0.49386385551312273,0.4967561762014516
340,0.48883572567783096,0.48903468593583593,0.48997526663619917
341,0.4904306220095694,0.48993768875681304,0.4922348464609027
342,0.494949494949495,0.4947995434163886,0.496731723033251
343,0.48883572567783096,0.4884267372055902,0.49120371798187956
344,0.49229133439659756,0.49242389327359404,0.49338010448700304
345,0.48963317384370014,0.4889396956137093,0.4924134532452526
346,0.4898989898989899,0.48912783402068244,0.49260443272680093
347,0.493886230728336,0.4936044546002884,0.49583225011586385
348,0.4875066454013822,0.48773711033120115,0.4882925034602074
349,0.4859117490696438,0.4855577950714108,0.4878282892309984
350,0.4946836788942052,0.49446087235310526,0.49670710820596264
351,0.4933545986177565,0.49314053096681926,0.49508778897630795
352,0.4946836788942052,0.4935280527253803,0.4975741849698833
353,0.49760765550239233,0.4974388620246191,0.49875611447481044
354,0.4994683678894205,0.49830938055494595,0.5021566888971086
355,0.5007974481658692,0.500917503471184,0.5017669585436462
356,0.4898989898989899,0.48885810996303086,0.4923741324244475
357,0.49627857522594365,0.4957637937383626,0.49827714559742137
358,0.4885699096225412,0.48803637143850653,0.4910691388032303
359,0.49574694311536416,0.4954565251115808,0.4976233864033968
360,0.49707602339181284,0.4970482603276563,0.49875937431149114
361,0.4973418394471026,0.497006157770662,0.49896226216347045
362,0.49627857522594365,0.49573794714409597,0.4982718850194916
363,0.49893673577884107,0.49904036738305196,0.5000500734378821
364,0.4973418394471026,0.4969392372323904,0.499422930885759
365,0.4965443912812334,0.4964310588143277,0.4983973379317168
366,0.4930887825624668,0.4933759271753598,0.49459692469039274
367,0.4981392876129718,0.49788807945449376,0.4997036705497448
368,0.49627857522594365,0.4954052022946063,0.49890030399590196
369,0.4944178628389155,0.4944572668134038,0.49579498837460373
370,0.5,0.49986843267609693,0.502206007263826
371,0.4984051036682616,0.4981556154413156,0.5000936280604337
372,0.49521531100478466,0.4951414591309236,0.4972850940868186
373,0.49415204678362573,0.493754495419922,0.4956737433203448
374,0.49920255183413076,0.49907288912699105,0.4998569777195856
375,0.5031897926634769,0.5026700553053935,0.5054023417698209
376,0.5031897926634769,0.5031022207726258,0.5048476754819357
377,0.4965443912812334,0.4955326551862145,0.4995899651647107
378,0.5037214247740563,0.5032293579794289,0.5052122328108011
379,0.5082402977139819,0.5074383520207154,0.5102372810192218
380,0.5,0.500245005089697,0.5006818823874569
381,0.5018607123870282,0.5016273292655753,0.5036781397895919
382,0.5015948963317385,0.5011859940794967,0.5038599672529588
383,0.5026581605528974,0.502684870885475,0.5037143300368796
384,0.5015948963317385,0.5012037609700525,0.5034199019918352
385,0.49893673577884107,0.49857958382650236,0.5007623320819294
386,0.5023923444976076,0.5022249145350176,0.5043561168574733
387,0.5029239766081871,0.5030331811430223,0.5040505392221819
388,0.5047846889952153,0.5043748514586615,0.5067877572029394
389,0.5053163211057948,0.5044840238659187,0.508128272148041
390,0.507177033492823,0.5069305079859215,0.5091400826174757
391,0.5007974481658692,0.5002845496755896,0.5030802546950682
392,0.5063795853269537,0.5065823229468628,0.5079176655402884
393,0.5079744816586922,0.5081267609891084,0.5094421678964486
394,0.5029239766081871,0.5030996255281784,0.5035101652992046
395,0.501063264221159,0.5008144954441295,0.5027349022089295
396,0.5021265284423179,0.5019417720250877,0.5042812236875022
397,0.5,0.4997832309553716,0.5013903287690715
398,0.5055821371610846,0.5056916333394578,0.5069890334685404
399,0.5050505050505051,0.5046063269737745,0.507439881194884
400,0.5053163211057948,0.5044861756589903,0.5079919466702348
