epoch,val_acc
1,0.18872939925571505
2,0.1951089845826688
3,0.19298245614035087
4,0.20839978734715578
5,0.21105794790005317
6,0.20547581073896865
7,0.2131844763423711
8,0.2131844763423711
9,0.24401913875598086
10,0.23976608187134502
11,0.22062732589048378
12,0.25943646996278574
13,0.26555023923444976
14,0.2644869750132908
15,0.28309409888357256
16,0.28043593833067515
17,0.28309409888357256
18,0.2706007442849548
19,0.30808080808080807
20,0.3078149920255183
21,0.28362573099415206
22,0.30356193514088253
23,0.30701754385964913
24,0.3062200956937799
25,0.3309409888357257
26,0.2982456140350877
27,0.3094098883572568
28,0.3328017012227539
29,0.33014354066985646
30,0.335725677830941
31,0.32961190855927697
32,0.3277511961722488
33,0.35699096225412014
34,0.341839447102605
35,0.3492822966507177
36,0.3484848484848485
37,0.36576289207868157
38,0.3593833067517278
39,0.35459861775651247
40,0.3548644338118022
41,0.3607123870281765
42,0.37666135034556086
43,0.3487506645401382
44,0.3700159489633174
45,0.36735778841042
46,0.3514088250930356
47,0.3615098351940457
48,0.38862307283359915
49,0.3827751196172249
50,0.3814460393407762
51,0.3822434875066454
52,0.3896863370547581
53,0.40271132376395535
54,0.3700159489633174
55,0.4037745879851143
56,0.38729399255715047
57,0.3849016480595428
58,0.392876129718235
59,0.4165337586390218
60,0.39207868155236575
61,0.40669856459330145
62,0.41281233386496546
63,0.38809144072301965
64,0.4125465178096757
65,0.42025518341307816
66,0.4229133439659755
67,0.4229133439659755
68,0.41679957469431156
69,0.41866028708133973
70,0.4308878256246677
71,0.4287612971823498
72,0.44417862838915473
73,0.4279638490164806
74,0.443912812333865
75,0.4199893673577884
76,0.44524189261031366
77,0.4375332270069112
78,0.4415204678362573
79,0.44896331738437
80,0.44471026049973417
81,0.4420520999468368
82,0.45188729399255717
83,0.45215311004784686
84,0.45587453482190327
85,0.4468367889420521
86,0.4580010632642212
87,0.4582668793195109
88,0.48139287612971826
89,0.47022860180754916
90,0.4688995215311005
91,0.47740563530037217
92,0.47208931419457734
93,0.47421584263689526
94,0.4829877724614567
95,0.480595427963849
96,0.47474747474747475
97,0.4885699096225412
98,0.4824561403508772
99,0.4880382775119617
100,0.4853801169590643
101,0.4845826687931951
102,0.5053163211057948
103,0.4965443912812334
104,0.49122807017543857
105,0.49893673577884107
106,0.49920255183413076
107,0.5124933545986178
108,0.49069643806485913
109,0.4885699096225412
110,0.5108984582668793
111,0.5148856990962254
112,0.5106326422115895
113,0.5170122275385434
114,0.5228601807549176
115,0.5159489633173844
116,0.5098351940457203
117,0.5228601807549176
118,0.5228601807549176
119,0.5321637426900585
120,0.5239234449760766
121,0.5223285486443381
122,0.5209994683678895
123,0.5287081339712919
124,0.5348219032429559
125,0.5356193514088251
126,0.5321637426900585
127,0.5414673046251993
128,0.5342902711323764
